run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
26,67,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.995,0.989,0.757,0.731,0.766,100,0,160,True,False,0.0,none,0,0,0
27,68,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0.748,0.727,0.768,100,0,150,True,False,0.0,none,0,0,0
28,69,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.996,0.989,0.75,0.721,0.752,100,0,180,True,False,0.0,none,0,0,0
29,70,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.996,0.988,0.773,0.747,0.78,100,0,140,True,False,0.0,none,0,0,0
30,71,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0.748,0.715,0.761,100,0,160,True,False,0.0,none,0,0,0
31,72,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.999,0.996,0.751,0.726,0.786,100,0,130,True,False,0.0,none,0,0,0
32,73,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.739,0.704,0.743,100,0,180,True,False,0.0,none,0,0,0
33,74,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.993,0.985,0.76,0.734,0.765,100,0,160,True,False,0.0,none,0,0,0
34,75,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.997,0.75,0.733,0.788,100,0,120,True,False,0.0,none,0,0,0
35,76,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.997,0.989,0.716,0.694,0.743,100,0,170,True,False,0.0,none,0,0,0
36,77,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.992,0.726,0.702,0.742,100,0,180,True,False,0.0,none,0,0,0
37,78,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.758,0.743,0.805,,,,True,False,0.0,none,0,0,0
38,79,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.993,0.736,0.698,0.742,100,0,190,True,False,0.0,none,0,0,0
39,80,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.999,0.978,0.714,0.671,0.714,100,0,,False,True,0.0,none,0,0,0
40,81,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.995,0.739,0.716,0.781,100,0,130,True,False,0.0,none,0,0,0
41,82,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.996,0.756,0.748,0.811,,,,True,False,0.0,none,0,0,0
42,83,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.997,0.987,0.744,0.723,0.781,100,0,150,True,False,0.0,none,0,0,0
43,84,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.99,0.983,0.741,0.711,0.768,100,0,160,True,False,0.0,none,0,0,0
44,85,scale-free,500,True,True,0.995,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.994,0.754,0.735,0.777,100,0,130,True,False,0.0,none,0,0,0
45,86,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.991,0.748,0.719,0.757,100,0,170,True,False,0.0,none,0,0,0
46,87,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.997,0.746,0.728,0.798,100,0,110,True,False,0.0,none,0,0,0
47,88,scale-free,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0.729,0.71,0.746,100,0,170,True,False,0.0,none,0,0,0
48,89,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.993,0.727,0.703,0.75,100,0,180,True,False,0.0,none,0,0,0
49,90,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.751,0.737,0.771,100,0,140,True,False,0.0,none,0,0,0
50,91,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.993,0.753,0.722,0.771,100,0,160,True,False,0.0,none,0,0,0
51,92,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0.766,0.744,0.805,,,,True,False,0.0,none,0,0,0
52,93,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.5,4,2,0.2,0.999,0.987,0.753,0.719,0.753,100,0,200,True,False,0.0,none,0,0,0
53,94,scale-free,500,True,True,0.994,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.993,0.749,0.727,0.779,100,0,130,True,False,0.0,none,0,0,0
54,95,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.998,0.765,0.745,0.812,,,,True,False,0.0,none,0,0,0
55,96,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.993,0.726,0.709,0.754,100,0,170,True,False,0.0,none,0,0,0
56,97,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.2,0.994,0.975,0.721,0.698,0.721,100,0,,False,True,0.0,none,0,0,0
57,98,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.998,0.986,0.738,0.71,0.739,100,0,190,True,False,0.0,none,0,0,0
58,99,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.991,0.739,0.717,0.746,100,0,190,True,False,0.0,none,0,0,0
59,100,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.994,0.983,0.74,0.714,0.755,100,0,170,True,False,0.0,none,0,0,0
60,101,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.993,0.985,0.734,0.705,0.738,100,0,180,True,False,0.0,none,0,0,0
61,102,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.995,0.991,0.758,0.727,0.777,100,0,140,True,False,0.0,none,0,0,0
62,103,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0.753,0.734,0.809,,,,True,False,0.0,none,0,0,0
63,104,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.994,0.989,0.726,0.703,0.738,100,0,180,True,False,0.0,none,0,0,0
64,105,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.994,0.774,0.767,0.833,,,,True,False,0.0,none,0,0,0
65,106,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.991,0.741,0.717,0.758,100,0,160,True,False,0.0,none,0,0,0
66,107,scale-free,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.732,0.712,0.755,100,0,170,True,False,0.0,none,0,0,0
67,108,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.994,0.743,0.722,0.758,100,0,170,True,False,0.0,none,0,0,0
68,109,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.996,0.76,0.741,0.774,100,0,140,True,False,0.0,none,0,0,0
69,110,scale-free,500,True,True,0.998,1.0,1.0,0,1,1.0,0.5,2,1,0.2,0.999,0.982,0.72,0.685,0.72,100,0,,False,True,0.0,none,0,0,0
70,111,scale-free,500,True,True,0.999,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.992,0.765,0.748,0.825,,,,True,False,0.0,none,0,0,0
71,112,scale-free,500,True,True,0.981,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.993,0.743,0.723,0.774,100,0,140,True,False,0.0,none,0,0,0
72,113,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.996,0.985,0.727,0.701,0.727,100,0,,False,True,0.0,none,0,0,0
73,114,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.99,0.738,0.72,0.758,100,0,150,True,False,0.0,none,0,0,0
74,115,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.992,0.988,0.767,0.745,0.784,100,0,120,True,False,0.0,none,0,0,0
75,116,scale-free,500,True,True,0.998,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.714,0.696,0.735,100,0,180,True,False,0.0,none,0,0,0
76,117,scale-free,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.991,0.741,0.717,0.768,100,0,140,True,False,0.0,none,0,0,0
77,118,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.998,0.778,0.76,0.808,,,,True,False,0.0,none,0,0,0
78,119,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0.773,0.735,0.78,100,0,140,True,False,0.0,none,0,0,0
79,120,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0.758,0.734,0.791,100,0,120,True,False,0.0,none,0,0,0
80,121,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.986,0.714,0.682,0.714,100,0,,False,True,0.0,none,0,0,0
81,122,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.999,0.994,0.75,0.727,0.774,100,0,150,True,False,0.0,none,0,0,0
82,123,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.996,0.77,0.748,0.803,,,,True,False,0.0,none,0,0,0
83,124,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.992,0.753,0.733,0.799,100,0,110,True,False,0.0,none,0,0,0
84,125,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.992,0.748,0.729,0.772,100,0,150,True,False,0.0,none,0,0,0
85,126,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.2,1.0,0.996,0.752,0.733,0.787,100,0,130,True,False,0.0,none,0,0,0
86,127,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.987,0.719,0.69,0.728,100,0,,False,True,0.0,none,0,0,0
87,128,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.997,0.99,0.771,0.748,0.805,,,,True,False,0.0,none,0,0,0
88,129,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.995,0.755,0.733,0.772,100,0,140,True,False,0.0,none,0,0,0
89,130,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.997,0.771,0.752,0.791,100,0,120,True,False,0.0,none,0,0,0
90,131,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.995,0.741,0.727,0.771,100,0,160,True,False,0.0,none,0,0,0
91,132,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.989,0.732,0.698,0.742,100,0,200,True,False,0.0,none,0,0,0
92,133,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,3,0,0.2,0.996,0.981,0.712,0.677,0.722,100,0,,False,True,0.0,none,0,0,0
93,134,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.992,0.751,0.716,0.765,100,0,160,True,False,0.0,none,0,0,0
94,135,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.998,0.99,0.719,0.699,0.732,100,0,180,True,False,0.0,none,0,0,0
95,136,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.996,0.988,0.746,0.719,0.753,100,0,180,True,False,0.0,none,0,0,0
96,137,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.994,0.746,0.724,0.781,100,0,140,True,False,0.0,none,0,0,0
97,138,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.993,0.763,0.73,0.771,100,0,150,True,False,0.0,none,0,0,0
98,139,scale-free,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.2,1.0,0.983,0.693,0.655,0.693,100,0,,False,True,0.0,none,0,0,0
99,140,scale-free,500,True,True,0.991,1.0,1.0,0,1,1.0,0.0,1,0,0.2,0.997,0.99,0.772,0.752,0.787,100,0,130,True,False,0.0,none,0,0,0
100,141,scale-free,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.2,0.999,0.996,0.748,0.731,0.785,100,0,130,True,False,0.0,none,0,0,0
