run_index,seed,topology,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,contagion_containment,contagion_initial_failures,contagion_secondary_failures,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
39,80,federation,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
40,81,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
41,82,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
42,83,federation,True,True,1.0,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
43,84,federation,True,True,0.995,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
44,85,federation,True,True,0.994,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
45,86,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
46,87,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
47,88,federation,True,True,0.994,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
48,89,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
49,90,federation,True,True,0.999,1.0,1.0,0,2,0.0,1,0,0.0,none,0,0,0
50,91,federation,True,True,0.985,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
51,92,federation,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
52,93,federation,True,True,0.981,1.0,1.0,0,1,0.333,3,1,0.0,none,0,0,0
53,94,federation,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
54,95,federation,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
55,96,federation,True,True,0.999,1.0,1.0,0,1,0.25,4,1,0.0,none,0,0,0
56,97,federation,True,True,1.0,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
57,98,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
58,99,federation,True,True,0.999,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
59,100,federation,True,True,0.999,1.0,1.0,0,2,0.0,2,0,0.0,none,0,0,0
60,101,federation,True,True,0.998,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
61,102,federation,True,True,1.0,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
62,103,federation,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
63,104,federation,True,True,0.998,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
64,105,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
65,106,federation,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
66,107,federation,True,True,0.999,1.0,1.0,0,2,0.0,3,0,0.0,none,0,0,0
67,108,federation,True,True,0.999,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
68,109,federation,True,True,0.993,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
69,110,federation,True,True,0.999,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
70,111,federation,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
71,112,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
72,113,federation,True,True,1.0,1.0,1.0,0,1,0.2,5,1,0.0,none,0,0,0
73,114,federation,True,True,0.98,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
74,115,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
75,116,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
76,117,federation,True,True,1.0,1.0,1.0,0,3,0.0,0,0,0.0,none,0,0,0
77,118,federation,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
78,119,federation,True,True,1.0,1.0,1.0,0,2,0.0,1,0,0.0,none,0,0,0
79,120,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
80,121,federation,True,True,0.999,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
81,122,federation,True,True,0.999,1.0,1.0,0,2,0.0,1,0,0.0,none,0,0,0
82,123,federation,True,True,0.994,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
83,124,federation,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
84,125,federation,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
85,126,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
86,127,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
87,128,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
88,129,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
89,130,federation,True,True,0.999,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
90,131,federation,True,True,1.0,1.0,1.0,0,1,0.0,3,0,0.0,none,0,0,0
91,132,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
92,133,federation,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
93,134,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
94,135,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
95,136,federation,True,True,0.993,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
96,137,federation,True,True,1.0,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
97,138,federation,True,True,1.0,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
98,139,federation,True,True,0.998,1.0,1.0,0,4,0.0,1,0,0.0,none,0,0,0
99,140,federation,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
100,141,federation,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
