config,hub_count,balanced,run_index,seed,hub1_final_stability,hub2_final_stability,hub3_final_stability,peripheral_failure_rate,peripheral_failure_peak,sustained_ignition_observed,ignition_onset_step,final_cooperation,final_trust,collapsed
D,2,0,9,51,0.6081653199949623,0.6046870596167534,,0.9354022988505748,1.0,1,11,0.6227145357361666,0.6227145357361666,1
D,2,0,10,52,0.6073713980561345,0.6046332147884563,,0.9406896551724138,1.0,1,10,0.62264965766305,0.62264965766305,1
D,2,0,11,53,0.6072360765567698,0.6071787075298163,,0.9352873563218391,1.0,1,11,0.6270230566231622,0.6270230566231622,1
D,2,0,12,54,0.6114294666397884,0.6057504317926501,,0.9356321839080459,1.0,1,11,0.6281277421264208,0.6281277421264208,1
D,2,0,13,55,0.6104635565838645,0.602835573075557,,0.9352873563218391,1.0,1,11,0.6259507579872546,0.6259507579872546,1
D,2,0,14,56,0.6090336899823481,0.6051416590532875,,0.9386206896551724,1.0,1,11,0.6249500155532561,0.6249500155532561,1
D,2,0,15,57,0.6102186713554962,0.6095976360343952,,0.9372413793103448,1.0,1,11,0.6300217207170038,0.6300217207170038,1
D,2,0,16,58,0.6075731526634909,0.6081941002767391,,0.9383908045977012,1.0,1,10,0.6247605469729774,0.6247605469729774,1
D,2,0,17,59,0.6088930227856479,0.6111736511184676,,0.9386206896551724,1.0,1,10,0.627701912578744,0.627701912578744,1
D,2,0,18,60,0.6083759189115406,0.6073950332990308,,0.9344827586206897,1.0,1,11,0.6275969936765396,0.6275969936765396,1
D,2,0,19,61,0.6079092565401539,0.6102596112905959,,0.9372413793103448,1.0,1,11,0.6266530564183547,0.6266530564183547,1
D,2,0,20,62,0.6094096325734962,0.6064611426742537,,0.9391954022988506,1.0,1,10,0.6242868153143942,0.6242868153143942,1
D,2,0,21,63,0.6086408641238222,0.6084047155165996,,0.9381609195402298,1.0,1,11,0.6270427588973504,0.6270427588973504,1
D,2,0,22,64,0.6087671697828082,0.6074335431424396,,0.9363218390804597,1.0,1,11,0.6285363757105492,0.6285363757105492,1
