topology,chain_length,k_D,k_C,k_T,run_index,seed,failure_rate,cascade_depth,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
chain,50,0.05,0.1,0.02,15,57,0.14,49,5,1,49,1,network_wide,49
chain,50,0.05,0.1,0.02,16,58,0.16,49,4,1,49,1|1|1,network_wide,49
chain,50,0.05,0.1,0.02,17,59,0.14,49,6,1,49,1,network_wide,49
chain,50,0.05,0.1,0.02,18,60,0.16,49,6,1,49,1|1,network_wide,49
chain,50,0.05,0.1,0.02,19,61,0.18,49,6,1,49,1|1|1,network_wide,49
star,50,0.05,0.05,0.02,0,42,0.1,49,3,1,49,1|1|1|1|1|2|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.05,0.02,1,43,0.1,48,4,1,48,1|1|1|1|2|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.05,0.02,2,44,0.04,49,3,1,49,1|1|1|1|1|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.05,0.02,3,45,0.08,49,3,1,49,1|1|1|1|2|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.05,0.02,4,46,0.06,49,4,1,49,1|1|1|1|1|2|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.05,0.02,5,47,0.08,48,4,1,48,1|1|1|2|1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.05,0.02,6,48,0.06,47,3,1,47,1|1|2|1|1|1|1|1|1|2,hub_localized,49
star,50,0.05,0.05,0.02,7,49,0.04,46,4,1,46,1|1|1|2|2|1|1|1|1|1|1|3,hub_localized,49
star,50,0.05,0.05,0.02,8,50,0.06,49,4,1,49,1|1|1|1|2|1|1|1|1|1|1|1|3,hub_localized,49
star,50,0.05,0.05,0.02,9,51,0.06,49,4,1,49,1|1|1|1|1|2|1|1|1|1|1|3,hub_localized,49
star,50,0.05,0.05,0.02,10,52,0.04,48,4,1,48,1|1|1|2|1|1|1|1|1|1|1|3|1,hub_localized,49
star,50,0.05,0.05,0.02,11,53,0.04,47,4,1,47,1|1|2|1|2|1|1|1|1|1|1|1|3|2,hub_localized,49
star,50,0.05,0.05,0.02,12,54,0.08,49,4,1,49,1|2|1|2|1|1|1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.05,0.02,13,55,0.04,48,4,1,48,1|1|2|1|1|1|1|1|1|1|3|1|1,hub_localized,49
star,50,0.05,0.05,0.02,14,56,0.04,48,4,1,48,1|1|1|1|1|1|1|1|1|1|1|3|1|1,hub_localized,49
star,50,0.05,0.05,0.02,15,57,0.06,49,4,1,49,1|1|1|2|1|1|1|1|1|1|1|3|1|3,hub_localized,49
star,50,0.05,0.05,0.02,16,58,0.06,49,4,1,49,1|1|1|1|1|1|2|2,hub_localized,49
star,50,0.05,0.05,0.02,17,59,0.02,49,6,1,49,1|2|1|1|1|1|1|3|1|1,hub_localized,49
star,50,0.05,0.05,0.02,18,60,0.06,49,6,1,49,2|1|1|1|1|1|1|2|2|1,hub_localized,49
star,50,0.05,0.05,0.02,19,61,0.06,48,6,1,48,1|2|1|1|1|1|1|1|1|3|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,0,42,0.04,49,3,1,49,1|1|1|1|1|2|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,1,43,0.08,48,3,1,48,1|1|2|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,2,44,0.08,49,3,1,49,1|1|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,3,45,0.12,49,3,1,49,1|1|1|2|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,4,46,0.08,49,3,1,49,1|1|1|2|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,5,47,0.1,48,4,1,48,1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,6,48,0.08,47,3,1,47,1|1|2|1|1|1|1|2,hub_localized,49
star,50,0.05,0.1,0.02,7,49,0.08,46,4,1,46,1|1|2|1|1|1|1|1|1|1|3,hub_localized,49
star,50,0.05,0.1,0.02,8,50,0.08,49,4,1,49,1|1|1|1|1|1|1|1|1|1|3,hub_localized,49
star,50,0.05,0.1,0.02,9,51,0.04,49,4,1,49,2|1|1|2|1|1|1|1|3,hub_localized,49
star,50,0.05,0.1,0.02,10,52,0.08,48,4,1,48,1|1|1|1|1|1|1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.1,0.02,11,53,0.04,47,4,1,47,1|1|2|1|1|1|1|1|2|2,hub_localized,49
star,50,0.05,0.1,0.02,12,54,0.06,49,4,1,49,1|2|1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.1,0.02,13,55,0.04,49,4,1,49,1|1|1|1|1|1|1|1|3|1,hub_localized,49
star,50,0.05,0.1,0.02,14,56,0.02,49,4,1,49,1|1|1|1|1|1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.1,0.02,15,57,0.06,49,4,1,49,1|2|1|1|1|1|3|1,hub_localized,49
star,50,0.05,0.1,0.02,16,58,0.04,49,4,1,49,1|1|1|1|2|1,hub_localized,49
star,50,0.05,0.1,0.02,17,59,0.08,49,5,1,49,2|1|1|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,18,60,0.12,49,6,1,49,2|1|1|1|1|1|1|1|1,hub_localized,49
star,50,0.05,0.1,0.02,19,61,0.06,48,6,1,48,1|1|1|1|1|1|1|1|1|1|1,hub_localized,49
random-sparse,50,0.05,0.05,0.02,0,42,0.12,49,3,1,49,1|1|1|1,network_wide,111
random-sparse,50,0.05,0.05,0.02,1,43,0.16,49,4,1,49,1|1|1|1|1|1,network_wide,125
random-sparse,50,0.05,0.05,0.02,2,44,0.12,49,3,1,49,1|1|1|1|1,network_wide,133
random-sparse,50,0.05,0.05,0.02,3,45,0.18,49,3,1,49,1|1|1|1|1,network_wide,120
random-sparse,50,0.05,0.05,0.02,4,46,0.16,49,4,1,49,1|1|1|1,network_wide,123
random-sparse,50,0.05,0.05,0.02,5,47,0.16,49,4,1,49,1|1|1|1,network_wide,125
random-sparse,50,0.05,0.05,0.02,6,48,0.18,49,4,1,49,1|1|1|1|1|1|1,network_wide,111
random-sparse,50,0.05,0.05,0.02,7,49,0.14,48,4,1,48,1|1|1|1|1,network_wide,116
random-sparse,50,0.05,0.05,0.02,8,50,0.12,49,4,1,49,1|1|1|1|1,network_wide,110
random-sparse,50,0.05,0.05,0.02,9,51,0.14,49,4,1,49,1|1|1|1|1|1,network_wide,132
random-sparse,50,0.05,0.05,0.02,10,52,0.08,49,4,1,49,1|1|1|1|1,network_wide,127
random-sparse,50,0.05,0.05,0.02,11,53,0.14,49,4,1,49,1|1|1|1|1,network_wide,114
random-sparse,50,0.05,0.05,0.02,12,54,0.16,49,4,1,49,1|1|1|1|1,network_wide,128
random-sparse,50,0.05,0.05,0.02,13,55,0.14,49,4,1,49,1|1|1|1|1|1,network_wide,116
random-sparse,50,0.05,0.05,0.02,14,56,0.12,49,4,1,49,1|1|1|1|1,network_wide,114
random-sparse,50,0.05,0.05,0.02,15,57,0.14,49,5,1,49,1|1|1,network_wide,119
random-sparse,50,0.05,0.05,0.02,16,58,0.14,49,4,1,49,1|1|1|1|1,network_wide,98
random-sparse,50,0.05,0.05,0.02,17,59,0.2,49,6,1,49,1|1|1|1|1,network_wide,120
random-sparse,50,0.05,0.05,0.02,18,60,0.14,49,6,1,49,1|1|1|1|1,network_wide,106
random-sparse,50,0.05,0.05,0.02,19,61,0.12,49,6,1,49,1|1,network_wide,110
random-sparse,50,0.05,0.1,0.02,0,42,0.2,49,3,1,49,1|1|1|1,network_wide,111
random-sparse,50,0.05,0.1,0.02,1,43,0.18,49,4,1,49,1|1|1,network_wide,125
random-sparse,50,0.05,0.1,0.02,2,44,0.2,49,3,1,49,1|1|1,network_wide,133
random-sparse,50,0.05,0.1,0.02,3,45,0.22,49,3,1,49,1|1|1|1,network_wide,120
random-sparse,50,0.05,0.1,0.02,4,46,0.16,49,3,1,49,1|1|1,network_wide,123
random-sparse,50,0.05,0.1,0.02,5,47,0.18,49,4,1,49,1|1|1|1|1,network_wide,125
random-sparse,50,0.05,0.1,0.02,6,48,0.2,49,3,1,49,1|1|1,network_wide,111
random-sparse,50,0.05,0.1,0.02,7,49,0.18,49,4,1,49,1|1|1|1,network_wide,116
random-sparse,50,0.05,0.1,0.02,8,50,0.14,49,4,1,49,1|1|1|1,network_wide,110
random-sparse,50,0.05,0.1,0.02,9,51,0.16,49,4,1,49,1|1|1|1,network_wide,132
random-sparse,50,0.05,0.1,0.02,10,52,0.18,49,4,1,49,1|1|1,network_wide,127
random-sparse,50,0.05,0.1,0.02,11,53,0.18,49,4,1,49,1|1|1|1,network_wide,114
random-sparse,50,0.05,0.1,0.02,12,54,0.14,49,4,1,49,1|1|1,network_wide,128
random-sparse,50,0.05,0.1,0.02,13,55,0.18,49,4,1,49,1|1|1,network_wide,116
random-sparse,50,0.05,0.1,0.02,14,56,0.2,49,4,1,49,1|1|1,network_wide,114
random-sparse,50,0.05,0.1,0.02,15,57,0.14,49,4,1,49,1|1,network_wide,119
random-sparse,50,0.05,0.1,0.02,16,58,0.18,49,4,1,49,1|1|1,network_wide,98
random-sparse,50,0.05,0.1,0.02,17,59,0.18,49,6,1,49,1|1,network_wide,120
random-sparse,50,0.05,0.1,0.02,18,60,0.14,49,6,1,49,1|1,network_wide,106
random-sparse,50,0.05,0.1,0.02,19,61,0.16,49,6,1,49,1|1|1,network_wide,110
fully-connected,50,0.05,0.05,0.02,0,42,0.32,42,3,1,42,3|1|4|1|1|4|2|1|1|3|6|7,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,1,43,0.34,49,3,1,49,3|1|1|1|3|1|4|2|1|1|1|1|5|1|6,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,2,44,0.36,49,3,1,49,2|1|1|1|1|1|4|2|2|2|1|6|7,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,3,45,0.34,48,3,1,48,1|1|1|1|2|1|4|2|1|4|7|7|1,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,4,46,0.34,47,3,1,47,3|1|2|1|4|2|1|3|7|7|2,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,5,47,0.36,49,3,1,49,1|3|2|1|4|2|1|5|2|1|1|6|2,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,6,48,0.36,45,3,1,45,1|1|2|1|4|2|1|4|6|6|4,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,7,49,0.38,44,3,1,44,1|1|2|1|4|2|1|1|1|1|2|3|6|5,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,8,50,0.38,47,3,1,47,2|2|1|4|2|1|1|1|1|6|6|2|2,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,9,51,0.34,45,3,1,45,2|1|1|4|2|1|1|3|1|5|6|2|4,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,10,52,0.32,41,3,1,41,1|1|4|2|1|1|3|7|6|8,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,11,53,0.36,40,3,1,40,1|1|4|2|1|1|1|6|6|9,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,12,54,0.3,39,3,1,39,2|1|4|2|1|3|5|1|6|10,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,13,55,0.36,38,3,1,38,1|4|2|1|1|3|2|1|6|11,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,14,56,0.34,40,3,1,40,1|4|1|1|1|1|1|6|6|2|9,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,15,57,0.3,39,3,1,39,1|4|2|1|3|5|7|2|10,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,16,58,0.34,38,3,1,38,1|4|2|1|1|1|1|1|1|4|2|2|11,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,17,59,0.32,49,5,1,49,4|2|1|2|1|1|4|6|6|7,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,18,60,0.36,49,5,1,49,3|2|1|1|1|1|2|2|1|3|2|2|3|8,hub_localized,1225
fully-connected,50,0.05,0.05,0.02,19,61,0.34,48,4,1,48,2|2|1|1|1|1|2|1|6|15|1,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,0,42,0.34,42,3,1,42,3|1|4|1|1|4|2|1|3|6|7,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,1,43,0.36,49,3,1,49,3|1|1|1|3|1|4|2|1|1|1|1|2|2|1|6,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,2,44,0.38,49,3,1,49,2|1|1|1|1|1|4|2|1|2|1|1|4|7,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,3,45,0.36,48,3,1,48,1|1|1|1|2|1|4|2|1|4|2|4|7|1,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,4,46,0.34,47,3,1,47,3|1|1|1|4|2|1|1|1|7|7|2,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,5,47,0.38,49,3,1,49,1|3|2|1|4|2|1|1|3|2|1|1|6|2,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,6,48,0.36,45,3,1,45,1|1|2|1|4|2|1|4|6|6|4,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,7,49,0.4,44,3,1,44,1|1|2|1|4|2|1|1|1|2|3|6|5,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,8,50,0.38,47,3,1,47,2|2|1|4|2|1|1|1|1|6|6|2|2,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,9,51,0.34,45,3,1,45,1|1|1|4|2|1|1|3|1|5|6|3|4,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,10,52,0.36,41,3,1,41,1|1|4|2|1|3|1|5|6|8,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,11,53,0.38,43,3,1,43,1|1|4|1|1|1|1|6|6|2|6,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,12,54,0.32,39,3,1,39,2|1|4|2|1|3|1|2|1|6|10,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,13,55,0.36,38,3,1,38,1|4|2|1|1|1|1|2|1|6|11,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,14,56,0.36,40,3,1,40,1|4|1|1|1|1|1|5|6|2|9,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,15,57,0.34,39,3,1,39,1|3|2|1|3|2|1|7|2|10,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,16,58,0.36,38,3,1,38,1|4|2|1|1|1|1|1|1|4|1|2|11,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,17,59,0.36,49,5,1,49,4|2|1|1|1|1|4|6|6|2|4,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,18,60,0.36,49,5,1,49,3|2|1|1|1|1|2|2|1|3|2|2|3|8,hub_localized,1225
fully-connected,50,0.05,0.1,0.02,19,61,0.34,48,4,1,48,2|2|1|1|1|1|1|1|6|15|1,hub_localized,1225
