run_index,seed,topology,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,contagion_containment,contagion_initial_failures,contagion_secondary_failures,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
20,61,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
21,62,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
22,63,random,True,True,0.995,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
23,64,random,True,True,1.0,1.0,1.0,0,2,0.0,1,0,0.0,none,0,0,0
24,65,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
25,66,random,True,True,0.99,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
26,67,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
27,68,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
28,69,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
29,70,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
30,71,random,True,True,0.998,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
31,72,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
32,73,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
33,74,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
34,75,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
35,76,random,True,True,0.997,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
36,77,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
37,78,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
38,79,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
39,80,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
40,81,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
41,82,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
42,83,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
43,84,random,True,True,1.0,1.0,1.0,0,2,0.0,2,0,0.0,none,0,0,0
44,85,random,True,True,0.993,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
45,86,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
46,87,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
47,88,random,True,True,0.994,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
48,89,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
49,90,random,True,True,0.995,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
50,91,random,True,True,0.985,1.0,1.0,0,1,0.5,2,1,0.0,none,0,0,0
51,92,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
52,93,random,True,True,0.986,1.0,1.0,0,1,0.25,4,1,0.0,none,0,0,0
53,94,random,True,True,0.998,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
54,95,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
55,96,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
56,97,random,True,True,0.999,1.0,1.0,0,1,0.333,3,1,0.0,none,0,0,0
57,98,random,True,True,0.989,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
58,99,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
59,100,random,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
60,101,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
61,102,random,True,True,1.0,1.0,1.0,0,3,0.0,1,0,0.0,none,0,0,0
62,103,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
63,104,random,True,True,0.996,1.0,1.0,0,1,0.333,3,1,0.0,none,0,0,0
64,105,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
65,106,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
66,107,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
67,108,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
68,109,random,True,True,0.994,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
69,110,random,True,True,1.0,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
70,111,random,True,True,0.998,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
71,112,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
72,113,random,True,True,0.999,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
73,114,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
74,115,random,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
75,116,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
76,117,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
77,118,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
78,119,random,True,True,0.981,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
79,120,random,True,True,0.997,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
80,121,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
81,122,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
82,123,random,True,True,0.991,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
83,124,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
84,125,random,True,True,0.999,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
85,126,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
86,127,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
87,128,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
88,129,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
89,130,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
90,131,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
91,132,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
92,133,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
93,134,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
94,135,random,True,True,0.999,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
95,136,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
96,137,random,True,True,0.998,1.0,1.0,0,2,0.0,0,0,0.0,none,0,0,0
97,138,random,True,True,1.0,1.0,1.0,0,2,0.0,1,0,0.0,none,0,0,0
98,139,random,True,True,1.0,1.0,1.0,0,1,0.0,2,0,0.0,none,0,0,0
99,140,random,True,True,1.0,1.0,1.0,0,1,0.0,1,0,0.0,none,0,0,0
100,141,random,True,True,1.0,1.0,1.0,0,1,0.0,0,0,0.0,none,0,0,0
