topology,chain_length,k_D,k_C,k_T,run_index,seed,failure_rate,cascade_depth,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
fully-connected,50,0.02,0.03,0.02,10,52,0.3,41,3,1,41,1|1|4|2|1|1|3|7|7|8,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,11,53,0.34,40,3,1,40,2|1|4|2|1|1|1|6|6|9,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,12,54,0.28,39,3,1,39,2|1|4|2|1|3|5|1|7|10,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,13,55,0.3,38,3,1,38,1|4|2|1|1|3|4|1|6|1|11,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,14,56,0.28,37,3,1,37,1|4|2|1|3|1|6|6|12,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,15,57,0.28,36,3,1,36,1|4|2|1|3|5|7|13,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,16,58,0.34,38,3,1,38,1|4|2|1|1|1|2|1|1|4|2|2|11,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,17,59,0.28,41,5,1,41,4|2|1|2|1|1|4|7|6|8,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,18,60,0.34,49,5,1,49,3|2|1|1|1|1|2|2|1|3|3|2|3|8,hub_localized,1225
fully-connected,50,0.02,0.03,0.02,19,61,0.32,48,4,1,48,2|2|1|1|1|1|2|1|7|15|1,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,0,42,0.3,42,3,1,42,3|1|4|1|1|4|2|1|5|6|7,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,1,43,0.32,49,3,1,49,3|1|1|1|3|1|4|2|1|1|1|1|7|7,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,2,44,0.36,49,3,1,49,2|1|1|1|1|1|4|2|2|2|1|6|7,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,3,45,0.32,48,3,1,48,1|1|1|1|2|1|4|2|1|5|7|7|1,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,4,46,0.32,47,3,1,47,3|1|2|1|4|2|1|3|7|7|2,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,5,47,0.32,46,3,1,46,1|4|2|1|4|2|1|5|4|1|6|3,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,6,48,0.34,45,3,1,45,1|2|2|1|4|2|1|4|6|6|4,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,7,49,0.34,44,3,1,44,1|1|2|1|4|2|1|1|1|1|6|6|5,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,8,50,0.36,47,3,1,47,2|2|1|4|2|1|1|1|1|6|7|2|2,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,9,51,0.32,45,3,1,45,2|1|1|4|2|1|1|3|1|5|6|2|4,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,10,52,0.32,41,3,1,41,1|1|4|2|1|1|3|7|6|8,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,11,53,0.34,40,3,1,40,2|1|4|2|1|1|1|6|6|9,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,12,54,0.28,39,3,1,39,2|1|4|2|1|3|5|1|7|10,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,13,55,0.3,38,3,1,38,1|4|2|1|1|3|4|1|6|1|11,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,14,56,0.28,37,3,1,37,1|4|2|1|3|1|6|6|12,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,15,57,0.28,36,3,1,36,1|4|2|1|3|5|7|13,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,16,58,0.34,38,3,1,38,1|4|2|1|1|1|2|1|1|4|2|2|11,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,17,59,0.3,41,5,1,41,4|2|1|2|1|1|4|6|6|8,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,18,60,0.34,49,5,1,49,3|2|1|1|1|1|2|2|1|3|3|2|3|8,hub_localized,1225
fully-connected,50,0.02,0.05,0.02,19,61,0.32,48,4,1,48,2|2|1|1|1|1|2|1|6|15|1,hub_localized,1225
