topology,chain_length,k_D,k_C,k_T,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
chain,50,0.01,0.03,0.0,0.07,6,48,0.0,0.2653061224489796,47,20,4,1,47,3|5|1|2|4|2|4|9|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.07,7,49,0.0,0.2857142857142857,46,20,4,1,46,2|2|2|1|2|4|2|4|9|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.07,8,50,0.0,0.2857142857142857,45,20,5,1,45,1|2|2|1|2|4|2|4|9|5|4,network_wide,49
chain,50,0.01,0.03,0.0,0.07,9,51,0.0,0.24489795918367346,44,20,5,1,44,5|1|2|4|2|4|9|5|5,network_wide,49
chain,50,0.01,0.03,0.0,0.07,10,52,0.0,0.24489795918367346,43,20,6,1,43,5|1|2|4|2|4|9|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.07,11,53,0.0,0.24489795918367346,42,20,5,1,42,4|1|2|4|2|4|9|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.07,12,54,0.0,0.24489795918367346,41,20,5,1,41,2|1|2|4|2|4|9|5|8,network_wide,49
chain,50,0.01,0.03,0.0,0.07,13,55,0.0,0.24489795918367346,40,20,5,1,40,2|1|2|4|2|4|9|5|9,network_wide,49
chain,50,0.01,0.03,0.0,0.07,14,56,0.0,0.24489795918367346,39,20,5,1,39,1|1|2|4|2|4|9|5|10,network_wide,49
chain,50,0.01,0.03,0.0,0.07,15,57,0.0,0.22448979591836735,38,20,15,1,38,1|2|4|2|4|9|5|11,network_wide,49
chain,50,0.01,0.03,0.0,0.07,16,58,0.0,0.22448979591836735,37,20,15,1,37,1|2|4|2|4|9|5|12,network_wide,49
chain,50,0.01,0.03,0.0,0.07,17,59,0.0,0.20408163265306123,36,20,15,1,36,2|4|2|4|9|5|13,network_wide,49
chain,50,0.01,0.03,0.0,0.07,18,60,0.0,0.20408163265306123,35,20,15,1,35,2|4|2|4|9|5|14,network_wide,49
chain,50,0.01,0.03,0.0,0.07,19,61,0.0,0.20408163265306123,34,20,15,1,34,1|4|2|4|9|5|15,network_wide,49
chain,50,0.01,0.03,0.0,0.08,0,42,0.0,0.24489795918367346,47,19,4,1,47,4|4|5|1|7|2|4|1|8|2,network_wide,49
chain,50,0.01,0.03,0.0,0.08,1,43,0.0,0.24489795918367346,46,19,5,1,46,3|4|5|1|7|2|4|1|8|3,network_wide,49
chain,50,0.01,0.03,0.0,0.08,2,44,0.0,0.24489795918367346,45,19,4,1,45,2|4|5|1|7|2|4|1|8|4,network_wide,49
chain,50,0.01,0.03,0.0,0.08,3,45,0.0,0.24489795918367346,44,19,4,1,44,1|4|5|1|7|2|4|1|8|5,network_wide,49
chain,50,0.01,0.03,0.0,0.08,4,46,0.0,0.24489795918367346,49,19,4,1,49,4|5|1|7|2|4|1|8|5,network_wide,49
chain,50,0.01,0.03,0.0,0.08,5,47,0.0,0.24489795918367346,48,19,5,1,48,3|5|1|7|2|4|1|8|5|1,network_wide,49
chain,50,0.01,0.03,0.0,0.08,6,48,0.0,0.24489795918367346,47,19,4,1,47,3|5|1|7|2|4|1|8|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.08,7,49,0.0,0.24489795918367346,46,19,5,1,46,2|5|1|7|2|4|1|8|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.08,8,50,0.0,0.24489795918367346,45,19,5,1,45,1|5|1|7|2|4|1|8|5|4,network_wide,49
chain,50,0.01,0.03,0.0,0.08,9,51,0.0,0.22448979591836735,44,19,5,1,44,5|1|7|2|4|1|8|5|5,network_wide,49
chain,50,0.01,0.03,0.0,0.08,10,52,0.0,0.22448979591836735,43,19,6,1,43,5|1|7|2|4|1|8|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.08,11,53,0.0,0.22448979591836735,42,19,5,1,42,4|1|7|2|4|1|8|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.08,12,54,0.0,0.22448979591836735,41,19,6,1,41,3|1|7|2|4|1|8|5|8,network_wide,49
chain,50,0.01,0.03,0.0,0.08,13,55,0.0,0.22448979591836735,40,19,5,1,40,2|1|7|2|4|1|8|5|9,network_wide,49
chain,50,0.01,0.03,0.0,0.08,14,56,0.0,0.22448979591836735,39,19,5,1,39,1|1|7|2|4|1|8|5|10,network_wide,49
chain,50,0.01,0.03,0.0,0.08,15,57,0.0,0.20408163265306123,38,19,16,1,38,1|7|2|4|1|8|5|11,network_wide,49
chain,50,0.01,0.03,0.0,0.08,16,58,0.0,0.20408163265306123,37,19,16,1,37,1|7|2|4|1|8|5|12,network_wide,49
chain,50,0.01,0.03,0.0,0.08,17,59,0.0,0.1836734693877551,36,19,16,0,36,7|2|4|1|8|5|13,network_wide,49
chain,50,0.01,0.03,0.0,0.08,18,60,0.0,0.1836734693877551,35,19,16,0,35,7|2|4|1|8|5|14,network_wide,49
chain,50,0.01,0.03,0.0,0.08,19,61,0.0,0.1836734693877551,34,19,16,0,34,6|2|4|1|8|5|15,network_wide,49
chain,50,0.01,0.03,0.0,0.09,0,42,0.0,0.1836734693877551,47,9,4,0,47,4|4|5|12|4|10|2,network_wide,49
chain,50,0.01,0.03,0.0,0.09,1,43,0.0,0.1836734693877551,46,9,5,0,46,3|4|5|12|4|10|3,network_wide,49
chain,50,0.01,0.03,0.0,0.09,2,44,0.0,0.1836734693877551,45,9,4,0,45,2|4|5|12|4|10|4,network_wide,49
chain,50,0.01,0.03,0.0,0.09,3,45,0.0,0.1836734693877551,44,9,4,0,44,1|4|5|12|4|10|5,network_wide,49
chain,50,0.01,0.03,0.0,0.09,4,46,0.0,0.1836734693877551,49,11,5,0,49,4|5|12|4|10|5,network_wide,49
chain,50,0.01,0.03,0.0,0.09,5,47,0.0,0.1836734693877551,48,11,5,0,48,3|5|12|4|10|5|1,network_wide,49
chain,50,0.01,0.03,0.0,0.09,6,48,0.0,0.1836734693877551,47,9,4,0,47,3|5|12|4|10|5|2,network_wide,49
chain,50,0.01,0.03,0.0,0.09,7,49,0.0,0.1836734693877551,46,11,5,0,46,2|5|12|4|10|5|3,network_wide,49
chain,50,0.01,0.03,0.0,0.09,8,50,0.0,0.1836734693877551,45,9,5,0,45,1|5|12|4|10|5|4,network_wide,49
chain,50,0.01,0.03,0.0,0.09,9,51,0.0,0.16326530612244897,44,9,5,0,44,6|12|4|10|5|5,network_wide,49
chain,50,0.01,0.03,0.0,0.09,10,52,0.0,0.14285714285714285,43,9,57,0,43,18|4|10|5|6,network_wide,49
chain,50,0.01,0.03,0.0,0.09,11,53,0.0,0.16326530612244897,42,11,5,0,42,4|12|4|10|5|7,network_wide,49
chain,50,0.01,0.03,0.0,0.09,12,54,0.0,0.14285714285714285,41,11,57,0,41,16|4|10|5|8,network_wide,49
chain,50,0.01,0.03,0.0,0.09,13,55,0.0,0.16326530612244897,40,11,6,0,40,2|12|4|10|5|9,network_wide,49
chain,50,0.01,0.03,0.0,0.09,14,56,0.0,0.16326530612244897,39,9,5,0,39,1|12|4|10|5|10,network_wide,49
chain,50,0.01,0.03,0.0,0.09,15,57,0.0,0.14285714285714285,38,9,57,0,38,12|4|10|5|11,network_wide,49
