test_group,label,run_index,seed,disturbance_coupling,cognition_coupling,node_a_injection,trust_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach,coupling_delay
test_a_t_coupling_threshold,threshold_t_0.00,15,57,0.05,0.05,0.48,0.0,0.9945275410370205,0.9999998930163911,1.0,1.0,0,0,0,0,0.8535087032982467,0.9454945062149112,0,0,0.24984786524227964,0.03263302584671865,0,
test_a_t_coupling_threshold,threshold_t_0.00,16,58,0.05,0.05,0.48,0.0,0.9999999999999989,0.9784449021948046,1.0,0.8,0,0,0,1,1.0,0.8851376143633444,1,0,-0.21993353552871303,0.1235306002690449,0,
test_a_t_coupling_threshold,threshold_t_0.00,17,59,0.05,0.05,0.48,0.0,0.9999890550915588,0.9895994029014785,1.0,1.0,0,0,0,0,1.0,0.8800448249128087,0,0,0.27216585369706503,0.0636609559075928,0,
test_a_t_coupling_threshold,threshold_t_0.00,18,60,0.05,0.05,0.48,0.0,0.9999999999993823,0.7306848255172709,1.0,0.94,0,1,0,0,0.9345355946417054,0.5346628886577784,1,1,-0.10468409137012219,0.09349886023742451,0,
test_a_t_coupling_threshold,threshold_t_0.00,19,61,0.05,0.05,0.48,0.0,0.999999131454715,0.9543259863073279,1.0,1.0,0,0,0,0,1.0,0.8098946841997448,0,0,-0.10136606260942904,0.08922782295017008,0,
test_a_t_coupling_threshold,threshold_t_0.05,0,42,0.05,0.05,0.48,0.05,0.9999999999999988,0.9930222916778522,1.0,1.0,0,0,0,0,1.0,0.9886403101217789,0,0,0.9796508496979303,0.0024127796638737818,0,
test_a_t_coupling_threshold,threshold_t_0.05,1,43,0.05,0.05,0.48,0.05,0.9932409212934618,0.998186388895192,1.0,1.0,0,0,0,0,0.9706620035589955,1.0,0,0,0.8316378537613672,0.007057867046959679,0,
test_a_t_coupling_threshold,threshold_t_0.05,2,44,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999988024246187,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9656072540764011,0.002575545552681707,0,
test_a_t_coupling_threshold,threshold_t_0.05,3,45,0.05,0.05,0.48,0.05,0.999999999999999,0.9999996302941547,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8228316475042724,0.005848965822456706,0,
test_a_t_coupling_threshold,threshold_t_0.05,4,46,0.05,0.05,0.48,0.05,0.9999999999537816,0.9981412156244327,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9028219875816039,0.0033560160978046883,0,
test_a_t_coupling_threshold,threshold_t_0.05,5,47,0.05,0.05,0.48,0.05,0.9999999999999987,0.9988453529532839,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9786126276262949,0.0030415875974444204,0,
test_a_t_coupling_threshold,threshold_t_0.05,6,48,0.05,0.05,0.48,0.05,0.9999999999999806,0.9999999258699466,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.3391850364458435,0.018133507076048487,0,
test_a_t_coupling_threshold,threshold_t_0.05,7,49,0.05,0.05,0.48,0.05,0.9999999999999987,0.9999709121402506,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.7812405976212198,0.005629501576526148,0,
test_a_t_coupling_threshold,threshold_t_0.05,8,50,0.05,0.05,0.48,0.05,0.9999999999999878,0.9962482271549887,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6325063846031999,0.014358624206145944,0,
test_a_t_coupling_threshold,threshold_t_0.05,9,51,0.05,0.05,0.48,0.05,0.9999999999999989,0.9845194081842413,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5845709273311888,0.018482101605789385,0,
test_a_t_coupling_threshold,threshold_t_0.05,10,52,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999636670529323,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9773524261389501,0.002626034086596786,0,
test_a_t_coupling_threshold,threshold_t_0.05,11,53,0.05,0.05,0.48,0.05,0.9999999999999984,0.9999984285482652,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6919624159939393,0.007680600726658728,0,
test_a_t_coupling_threshold,threshold_t_0.05,12,54,0.05,0.05,0.48,0.05,0.9999999999999979,0.9999999955082753,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9734918969567927,0.002061228159690248,0,
test_a_t_coupling_threshold,threshold_t_0.05,13,55,0.05,0.05,0.48,0.05,0.9999999999999988,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.998239695717102,0.001184335595232141,0,
test_a_t_coupling_threshold,threshold_t_0.05,14,56,0.05,0.05,0.48,0.05,0.9999999999999988,0.99054723194534,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.987670306788405,0.0013902212461509445,0,
test_a_t_coupling_threshold,threshold_t_0.05,15,57,0.05,0.05,0.48,0.05,0.9999999999999973,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9596158392756912,0.004605899737987208,0,
test_a_t_coupling_threshold,threshold_t_0.05,16,58,0.05,0.05,0.48,0.05,0.999999999999999,0.9998968683667402,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8115203369640436,0.007620825784324019,0,
test_a_t_coupling_threshold,threshold_t_0.05,17,59,0.05,0.05,0.48,0.05,0.9999999999999979,0.9999689800355491,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9824712979905754,0.0024811998110419262,0,
test_a_t_coupling_threshold,threshold_t_0.05,18,60,0.05,0.05,0.48,0.05,0.9999999999999989,0.9520493368059576,1.0,1.0,0,0,0,0,1.0,0.9572622883826823,0,0,0.7336656756342713,0.0065319709473933415,0,
test_a_t_coupling_threshold,threshold_t_0.05,19,61,0.05,0.05,0.48,0.05,0.9999999999999989,0.9999976848130874,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9547296783109757,0.0035790878185829713,0,
test_a_t_coupling_threshold,threshold_t_0.10,0,42,0.05,0.05,0.48,0.1,0.999999999999999,0.9930223517712427,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.986013823082898,0.001905074728813534,0,
test_a_t_coupling_threshold,threshold_t_0.10,1,43,0.05,0.05,0.48,0.1,0.993333778013895,0.9985738588612229,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9226786870828201,0.004957810348137352,0,
test_a_t_coupling_threshold,threshold_t_0.10,2,44,0.05,0.05,0.48,0.1,0.999999999999999,0.9999988024248603,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9780331874565696,0.0021805227583914575,0,
test_a_t_coupling_threshold,threshold_t_0.10,3,45,0.05,0.05,0.48,0.1,0.999999999999999,0.9999997069716839,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9136707306715756,0.003715149188247504,0,
test_a_t_coupling_threshold,threshold_t_0.10,4,46,0.05,0.05,0.48,0.1,0.9999999999567633,0.9991055558138358,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9539367969783399,0.0023162680666269707,0,
test_a_t_coupling_threshold,threshold_t_0.10,5,47,0.05,0.05,0.48,0.1,0.999999999999999,0.9991341054180225,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9904002803332119,0.0020541595901524034,0,
test_a_t_coupling_threshold,threshold_t_0.10,6,48,0.05,0.05,0.48,0.1,0.9999999999999805,0.9999999673102073,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.6353838298624589,0.009397050943905309,0,
test_a_t_coupling_threshold,threshold_t_0.10,7,49,0.05,0.05,0.48,0.1,0.999999999999999,0.9999772306375299,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9143577631433099,0.0028830265404767796,0,
test_a_t_coupling_threshold,threshold_t_0.10,8,50,0.05,0.05,0.48,0.1,0.9999999999999878,0.9972516062481697,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.830625017912478,0.008243274577860163,0,
test_a_t_coupling_threshold,threshold_t_0.10,9,51,0.05,0.05,0.48,0.1,0.999999999999999,0.9917017313525479,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8286750658085176,0.009167228152266465,0,
test_a_t_coupling_threshold,threshold_t_0.10,10,52,0.05,0.05,0.48,0.1,0.999999999999999,0.999972708513779,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9851160168687735,0.002101962949438779,0,
test_a_t_coupling_threshold,threshold_t_0.10,11,53,0.05,0.05,0.48,0.1,0.9999999999999989,0.9999987306364815,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8853241083325905,0.004087902227238358,0,
test_a_t_coupling_threshold,threshold_t_0.10,12,54,0.05,0.05,0.48,0.1,0.9999999999999979,0.999999996753024,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9804777390044681,0.0017796158776288529,0,
test_a_t_coupling_threshold,threshold_t_0.10,13,55,0.05,0.05,0.48,0.1,0.9999999999999989,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9989764834876981,0.0010411177607569865,0,
test_a_t_coupling_threshold,threshold_t_0.10,14,56,0.05,0.05,0.48,0.1,0.9999999999999989,0.9928802559193787,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9901922982527225,0.0013196310555034084,0,
test_a_t_coupling_threshold,threshold_t_0.10,15,57,0.05,0.05,0.48,0.1,0.9999999999999984,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9928341076258037,0.0026095974066745976,0,
test_a_t_coupling_threshold,threshold_t_0.10,16,58,0.05,0.05,0.48,0.1,0.999999999999999,0.9999495289549114,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9167166950188238,0.004756368103644604,0,
test_a_t_coupling_threshold,threshold_t_0.10,17,59,0.05,0.05,0.48,0.1,0.9999999999999983,0.9999801388041594,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9884344994386706,0.001581388393697779,0,
test_a_t_coupling_threshold,threshold_t_0.10,18,60,0.05,0.05,0.48,0.1,0.999999999999999,0.9846287638022262,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8862947097893474,0.004397338891252146,0,
test_a_t_coupling_threshold,threshold_t_0.10,19,61,0.05,0.05,0.48,0.1,0.999999999999999,0.9999985584631879,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9753758844431706,0.0025741072322070734,0,
test_a_t_coupling_threshold,threshold_t_0.20,0,42,0.05,0.05,0.48,0.2,0.999999999999999,0.9930223517712427,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9860986014364193,0.0018650421033789466,0,
test_a_t_coupling_threshold,threshold_t_0.20,1,43,0.05,0.05,0.48,0.2,0.9933337780138952,0.9985738588612227,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.925842641860557,0.004495638035650718,0,
test_a_t_coupling_threshold,threshold_t_0.20,2,44,0.05,0.05,0.48,0.2,0.999999999999999,0.9999988024248603,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9778529423425208,0.002201745085513863,0,
test_a_t_coupling_threshold,threshold_t_0.20,3,45,0.05,0.05,0.48,0.2,0.999999999999999,0.9999997075840159,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9127769078018947,0.003824150527376183,0,
test_a_t_coupling_threshold,threshold_t_0.20,4,46,0.05,0.05,0.48,0.2,0.9999999999567633,0.9991055558138358,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9539367969783399,0.0023162680666269707,0,
test_a_t_coupling_threshold,threshold_t_0.20,5,47,0.05,0.05,0.48,0.2,0.999999999999999,0.9991341054180225,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9905543844397816,0.001981737506728618,0,
test_a_t_coupling_threshold,threshold_t_0.20,6,48,0.05,0.05,0.48,0.2,0.9999999999999806,0.9999999673178757,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.671934262982015,0.008737576196951712,0,
test_a_t_coupling_threshold,threshold_t_0.20,7,49,0.05,0.05,0.48,0.2,0.999999999999999,0.9999772306499765,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9169850507061231,0.0027629220274301915,0,
test_a_t_coupling_threshold,threshold_t_0.20,8,50,0.05,0.05,0.48,0.2,0.9999999999999878,0.9972516062481696,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8252690240425914,0.008252318376586305,0,
test_a_t_coupling_threshold,threshold_t_0.20,9,51,0.05,0.05,0.48,0.2,0.999999999999999,0.991701731352545,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8177611469353423,0.008258431561093422,0,
test_a_t_coupling_threshold,threshold_t_0.20,10,52,0.05,0.05,0.48,0.2,0.999999999999999,0.999972708513779,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9855854346248356,0.0019504657160118078,0,
test_a_t_coupling_threshold,threshold_t_0.20,11,53,0.05,0.05,0.48,0.2,0.999999999999999,0.9999987306364815,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8872869099255725,0.003729242073693575,0,
test_a_t_coupling_threshold,threshold_t_0.20,12,54,0.05,0.05,0.48,0.2,0.999999999999998,0.999999996753024,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9808704376014394,0.0016211948517927332,0,
test_a_t_coupling_threshold,threshold_t_0.20,13,55,0.05,0.05,0.48,0.2,0.999999999999999,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0.0007104555064984708,0,
test_a_t_coupling_threshold,threshold_t_0.20,14,56,0.05,0.05,0.48,0.2,0.999999999999999,0.9928802559193787,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9900543293135692,0.0012152441948991256,0,
test_a_t_coupling_threshold,threshold_t_0.20,15,57,0.05,0.05,0.48,0.2,0.9999999999999987,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9984956547787958,0.0019330454418393216,0,
test_a_t_coupling_threshold,threshold_t_0.20,16,58,0.05,0.05,0.48,0.2,0.999999999999999,0.9999495289549114,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9167166950188238,0.004756368103644604,0,
test_a_t_coupling_threshold,threshold_t_0.20,17,59,0.05,0.05,0.48,0.2,0.9999999999999987,0.999980138804159,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9847106748098832,0.001761173166826714,0,
test_a_t_coupling_threshold,threshold_t_0.20,18,60,0.05,0.05,0.48,0.2,0.999999999999999,0.9848821927373415,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.889009490928933,0.004331547575242909,0,
test_a_t_coupling_threshold,threshold_t_0.20,19,61,0.05,0.05,0.48,0.2,0.999999999999999,0.9999985584631879,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9756966479693294,0.0024601816323504477,0,
test_b_mixed_channels,mixed_channels_t_0.00,0,42,0.05,0.05,0.48,0.0,0.9999999999999956,0.8900665328686999,1.0,1.0,0,0,0,0,0.9654907489933042,0.7216433581019391,0,0,-0.07479532672571045,0.08269177743634,0,
test_b_mixed_channels,mixed_channels_t_0.00,1,43,0.05,0.05,0.48,0.0,0.983966316959534,0.8740659050778137,1.0,0.96,0,0,0,1,0.8674586545824278,0.7447119369765642,1,0,0.044066996938206086,0.08494810727721026,0,
test_b_mixed_channels,mixed_channels_t_0.00,2,44,0.05,0.05,0.48,0.0,0.9999402715314328,0.9906039974578589,1.0,1.0,0,0,0,0,0.9137764114390147,0.8723199172411901,0,0,0.027574914139931725,0.07887811967609383,0,
test_b_mixed_channels,mixed_channels_t_0.00,3,45,0.05,0.05,0.48,0.0,0.9999999999999989,0.9999506351059796,1.0,0.96,0,0,0,1,1.0,0.9509722852044799,1,0,0.013019429305948136,0.08554702764805251,0,
test_b_mixed_channels,mixed_channels_t_0.00,4,46,0.05,0.05,0.48,0.0,0.9999999988311149,0.903756732285854,1.0,0.95,0,0,0,1,1.0,0.7988743451321346,1,0,0.008963306243048457,0.06794935028569843,0,
test_b_mixed_channels,mixed_channels_t_0.00,5,47,0.05,0.05,0.48,0.0,0.9999999999721563,0.8682365434688069,1.0,1.0,0,0,0,0,1.0,0.7181943765796442,0,0,-0.5109832913591517,0.08816788816257053,0,
test_b_mixed_channels,mixed_channels_t_0.00,6,48,0.05,0.05,0.48,0.0,0.9999999999983938,0.9995953023814628,1.0,0.7,0,0,0,1,0.9892780800152994,0.8974647503909903,1,0,-0.16107513144653848,0.14022290406134474,0,
test_b_mixed_channels,mixed_channels_t_0.00,7,49,0.05,0.05,0.48,0.0,0.9999999999999974,0.9038776355861917,1.0,0.98,0,0,0,1,0.9970779619424825,0.7658963442306771,1,0,0.038759803623686244,0.0780561972404262,0,
test_b_mixed_channels,mixed_channels_t_0.00,8,50,0.05,0.05,0.48,0.0,0.9999999999983206,0.7126952942021006,1.0,0.64,0,1,0,1,1.0,0.5400240833984364,1,1,-0.2067416083415969,0.17393039399922802,0,
test_b_mixed_channels,mixed_channels_t_0.00,9,51,0.05,0.05,0.48,0.0,0.9999999692569957,0.8107563574690198,1.0,0.63,0,0,0,1,0.9065597320327227,0.6246023371913644,1,0,0.34439847234397253,0.1410039942351304,0,
test_b_mixed_channels,mixed_channels_t_0.00,10,52,0.05,0.05,0.48,0.0,0.9999999999999987,0.9109878071066081,1.0,1.0,0,0,0,0,1.0,0.7575350783817544,0,0,-0.03051431472006554,0.07518470756047133,0,
test_b_mixed_channels,mixed_channels_t_0.00,11,53,0.05,0.05,0.48,0.0,0.9999999999999967,0.9990853576741459,1.0,0.9,0,0,0,1,0.9717677135023284,0.9844046734107879,1,0,-0.05252455725812985,0.07134740353853176,0,
test_b_mixed_channels,mixed_channels_t_0.00,12,54,0.05,0.05,0.48,0.0,0.999613572914664,0.9997953786395064,1.0,1.0,0,0,0,0,0.8919960129232736,0.9381744618929334,0,0,0.35628336270479477,0.02936360799517842,0,
test_b_mixed_channels,mixed_channels_t_0.00,13,55,0.05,0.05,0.48,0.0,0.9999999981438714,0.9975410452363821,1.0,1.0,0,0,0,0,1.0,0.9516638069322896,0,0,0.4727084761976032,0.026570316359872104,0,
test_b_mixed_channels,mixed_channels_t_0.00,14,56,0.05,0.05,0.48,0.0,0.9999999999999961,0.8846166798358909,1.0,1.0,0,0,0,0,0.9673177827858492,0.7008143445750799,0,0,0.1269783478596932,0.07399725894632866,0,
test_b_mixed_channels,mixed_channels_t_0.00,15,57,0.05,0.05,0.48,0.0,0.9945275410370205,0.9999998930163911,1.0,1.0,0,0,0,0,0.8535087032982467,0.9454945062149112,0,0,0.24984786524227964,0.03263302584671865,0,
test_b_mixed_channels,mixed_channels_t_0.00,16,58,0.05,0.05,0.48,0.0,0.9999999999999989,0.9784449021948046,1.0,0.8,0,0,0,1,1.0,0.8851376143633444,1,0,-0.21993353552871303,0.1235306002690449,0,
test_b_mixed_channels,mixed_channels_t_0.00,17,59,0.05,0.05,0.48,0.0,0.9999890550915588,0.9895994029014785,1.0,1.0,0,0,0,0,1.0,0.8800448249128087,0,0,0.27216585369706503,0.0636609559075928,0,
test_b_mixed_channels,mixed_channels_t_0.00,18,60,0.05,0.05,0.48,0.0,0.9999999999993823,0.7306848255172709,1.0,0.94,0,1,0,0,0.9345355946417054,0.5346628886577784,1,1,-0.10468409137012219,0.09349886023742451,0,
test_b_mixed_channels,mixed_channels_t_0.00,19,61,0.05,0.05,0.48,0.0,0.999999131454715,0.9543259863073279,1.0,1.0,0,0,0,0,1.0,0.8098946841997448,0,0,-0.10136606260942904,0.08922782295017008,0,
test_b_mixed_channels,mixed_channels_t_0.01,0,42,0.05,0.05,0.48,0.01,0.9999999999999967,0.9821622457563816,1.0,1.0,0,0,0,0,0.9741500354709791,0.8875209588623897,0,0,0.36169930600860706,0.03100671707856117,0,
test_b_mixed_channels,mixed_channels_t_0.01,1,43,0.05,0.05,0.48,0.01,0.9855188451127137,0.9311980121143345,1.0,1.0,0,0,0,0,0.8843504462490831,0.8240674559432372,0,0,0.3171936316674516,0.035464753509340474,0,
test_b_mixed_channels,mixed_channels_t_0.01,2,44,0.05,0.05,0.48,0.01,0.9999999840168444,0.9997302617974689,1.0,1.0,0,0,0,0,0.9640174046011392,1.0,0,0,0.2560937154032269,0.037586205549663826,0,
test_b_mixed_channels,mixed_channels_t_0.01,3,45,0.05,0.05,0.48,0.01,0.9999999999999989,0.9999817819383849,1.0,1.0,0,0,0,0,1.0,0.989880591879004,0,0,0.18777094952898934,0.04672136302568817,0,
test_b_mixed_channels,mixed_channels_t_0.01,4,46,0.05,0.05,0.48,0.01,0.9999999994584767,0.9619489661359752,1.0,1.0,0,0,0,0,1.0,0.8826939467401057,0,0,0.3240162880687215,0.024529870614797725,0,
test_b_mixed_channels,mixed_channels_t_0.01,5,47,0.05,0.05,0.48,0.01,0.9999999999980369,0.9345174880318021,1.0,1.0,0,0,0,0,1.0,0.8136350458862783,0,0,0.003979748753596536,0.04868603402388946,0,
test_b_mixed_channels,mixed_channels_t_0.01,6,48,0.05,0.05,0.48,0.01,0.9999999999993314,0.9999849099781883,1.0,0.84,0,0,0,1,1.0,0.9906173034512491,1,0,-0.06043148120676966,0.09400142816267598,0,
test_b_mixed_channels,mixed_channels_t_0.01,7,49,0.05,0.05,0.48,0.01,0.9999999999999978,0.9687475587424442,1.0,1.0,0,0,0,0,1.0,0.8688481499303079,0,0,0.35089473568510604,0.032071740324221554,0,
test_b_mixed_channels,mixed_channels_t_0.01,8,50,0.05,0.05,0.48,0.01,0.9999999999990343,0.8057356309910864,1.0,0.7,0,0,0,1,1.0,0.693155223582026,1,0,-0.09156229644148774,0.11549260675749967,0,
test_b_mixed_channels,mixed_channels_t_0.01,9,51,0.05,0.05,0.48,0.01,0.9999999894696938,0.8939154998309975,1.0,0.78,0,0,0,1,0.991320841833422,0.7386912016068151,1,0,0.17007293300475246,0.1061602224560107,0,
test_b_mixed_channels,mixed_channels_t_0.01,10,52,0.05,0.05,0.48,0.01,0.9999999999999987,0.9641615314991266,1.0,1.0,0,0,0,0,1.0,0.8603668780321779,0,0,0.18872612210372103,0.03858522087694197,0,
test_b_mixed_channels,mixed_channels_t_0.01,11,53,0.05,0.05,0.48,0.01,0.999999999999997,0.9999673579870649,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.14052667505355554,0.033500864342624996,0,
test_b_mixed_channels,mixed_channels_t_0.01,12,54,0.05,0.05,0.48,0.01,0.99999999999998,0.999999544371136,1.0,1.0,0,0,0,0,0.9514735671389348,0.9871285435569533,0,0,0.5353040096593238,0.015178132693892152,0,
test_b_mixed_channels,mixed_channels_t_0.01,13,55,0.05,0.05,0.48,0.01,0.9999999999999984,0.9999990298464319,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8701045767771215,0.005946050871209954,0,
test_b_mixed_channels,mixed_channels_t_0.01,14,56,0.05,0.05,0.48,0.01,0.999999999999998,0.9566365871162867,1.0,1.0,0,0,0,0,1.0,0.8459947274349396,0,0,0.29331828120284775,0.037030624189027715,0,
test_b_mixed_channels,mixed_channels_t_0.01,15,57,0.05,0.05,0.48,0.01,0.9999882465594603,0.999999999999931,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.8915280254816514,0.00793576310346474,0,
test_b_mixed_channels,mixed_channels_t_0.01,16,58,0.05,0.05,0.48,0.01,0.9999999999999989,0.9956231692219591,1.0,1.0,0,0,0,0,1.0,1.0,0,0,-0.03296404922134871,0.07417569588556132,0,
test_b_mixed_channels,mixed_channels_t_0.01,17,59,0.05,0.05,0.48,0.01,0.9999936308390356,0.9983228376661096,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.5581737357534295,0.03401534052616418,0,
test_b_mixed_channels,mixed_channels_t_0.01,18,60,0.05,0.05,0.48,0.01,0.9999999999999987,0.7849192485654549,1.0,0.96,0,1,0,0,0.9791516621569611,0.6297931561796735,1,1,0.03949530007916781,0.05728960621239784,0,
