label,run_index,seed,disturbance_coupling,cognition_coupling,node_a_final_stability,node_b_final_stability,node_a_stability_rate,node_b_stability_rate,node_a_failure,node_b_failure,node_a_recovered,node_b_recovered,node_a_final_trust,node_b_final_trust,propagated_breach,propagated_failure,synchronization_correlation,avg_stability_gap,simultaneous_breach
sync_noise_002,4,46,0.05,0.05,0.9999999989800932,0.9998151323812035,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.930777133064602,0.0037724739500282324,0
sync_noise_002,5,47,0.05,0.05,0.9999999999776917,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.728222876125891,0.015360044427163135,0
sync_noise_002,6,48,0.05,0.05,0.9999999999988022,0.9999999797439528,1.0,1.0,0,0,0,0,0.9963463349133805,1.0,0,0,0.7571100640493895,0.006838248536765005,0
sync_noise_002,7,49,0.05,0.05,0.9999999999999976,0.999999999380339,1.0,1.0,0,0,0,0,0.9982450544656858,1.0,0,0,0.9465323622400995,0.003602809983936055,0
sync_noise_002,8,50,0.05,0.05,0.9999999999986834,0.998827007845047,1.0,1.0,0,0,0,0,1.0,0.8961845623304563,0,0,0.8472516028539749,0.007263640523248685,0
sync_noise_002,9,51,0.05,0.05,0.9999999758912349,0.9999999999994851,1.0,1.0,0,0,0,0,0.9248075587303913,0.9247519128255088,0,0,0.6252786427966832,0.014341964187470423,0
sync_noise_002,10,52,0.05,0.05,0.9999999999999987,0.999999999999999,1.0,1.0,0,0,0,0,1.0,0.9724940495695735,0,0,0.9958612923579357,0.0011741741163541354,0
sync_noise_002,11,53,0.05,0.05,0.9999999999999969,0.9999999999989146,1.0,1.0,0,0,0,0,0.9695358479619616,1.0,0,0,0.9349251335723482,0.0044983564808735175,0
sync_noise_002,12,54,0.05,0.05,0.9996246906591533,0.9999999999999987,1.0,1.0,0,0,0,0,0.8915143957309365,1.0,0,0,0.8602864092950893,0.005555604930725286,0
sync_noise_002,13,55,0.05,0.05,0.9999999992841876,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9921888657780968,0.00207992510267925,0
sync_noise_002,14,56,0.05,0.05,0.9999999999999958,0.9999999999999979,1.0,1.0,0,0,0,0,0.9736072820752337,0.9466127419358945,0,0,0.9831564358877014,0.0025240527633297195,0
sync_noise_002,15,57,0.05,0.05,0.9966626776355593,0.999999999999999,1.0,1.0,0,0,0,0,0.8671420858329978,1.0,0,0,0.8670927510876797,0.009845558976974407,0
sync_noise_002,16,58,0.05,0.05,0.9999999999999989,0.9999999999999777,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.994515494055764,0.0012717440658229716,0
sync_noise_002,17,59,0.05,0.05,0.9999904223181131,0.9999999999999979,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9641184076153162,0.005650875882055756,0
sync_noise_002,18,60,0.05,0.05,0.9999999999999987,0.9952499227905726,1.0,1.0,0,0,0,0,0.9509046083658043,0.8823623533095055,0,0,0.9859769633879545,0.0019309909134353975,0
sync_noise_002,19,61,0.05,0.05,0.9999999999999987,0.999999999999999,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0.9955489719356112,0.0014013139076994063,0
