k_D_value,run_index,seed,hub_final_stability,hub_min_stability,peripheral_failure_rate,peripheral_failure_peak,sustained_ignition_observed,ignition_onset_step,ignition_duration_steps,final_cooperation,final_trust,collapsed
0.1,27,69,0.3420657129642522,0.2723806947216006,0.22474576271186417,0.4915254237288136,0,,0,0.916672704421996,0.916672704421996,0
0.1,28,70,0.3288327046372116,0.24546314894994267,0.2084745762711864,0.423728813559322,0,,0,0.8871888817011698,0.8871888817011698,0
0.1,29,71,0.8515256241628623,0.7337025325537494,0.9584180790960453,1.0,1,9,141,0.08165307492594773,0.08165307492594773,1
0.11,0,42,0.33140839390731075,0.28097995459806574,0.22937853107344608,0.5423728813559322,0,,0,0.9095633110880457,0.9095633110880457,0
0.11,1,43,0.34317432082108235,0.24706732455936734,0.22090395480225983,0.5423728813559322,0,,0,0.9248923408087733,0.9248923408087733,0
0.11,2,44,0.3546873511797595,0.26276711392010355,0.2146892655367231,0.4915254237288136,0,,0,0.930613844659315,0.930613844659315,0
0.11,3,45,0.8564276565241753,0.7637291756063778,0.9632768361581922,1.0,1,8,142,0.10060764303092155,0.10060764303092155,1
0.11,4,46,0.8394698712365335,0.7509212478086241,0.963502824858757,1.0,1,8,142,0.11345187606904439,0.11345187606904439,1
0.11,5,47,0.34206768484824757,0.27141833481750655,0.18587570621468927,0.4576271186440678,0,,0,0.9133702375422555,0.9133702375422555,0
0.11,6,48,0.8499729699268445,0.7508785469372883,0.9598870056497175,1.0,1,9,141,0.097008496063175,0.097008496063175,1
0.11,7,49,0.35770245738849554,0.26716818576553475,0.20361581920903948,0.4406779661016949,0,,0,0.917057141845986,0.917057141845986,0
0.11,8,50,0.899336692555881,0.7531689535907934,0.9597740112994351,1.0,1,8,142,0.08068555052120885,0.08068555052120885,1
0.11,9,51,0.8787478361151722,0.7709384240322703,0.96090395480226,1.0,1,8,142,0.07553256537216468,0.07553256537216468,1
0.11,10,52,0.3404439051636813,0.2959983898558492,0.24350282485875704,0.6440677966101694,0,,0,0.9040782423877406,0.9040782423877406,0
0.11,11,53,0.3545756942959267,0.2763722582823311,0.21096045197740113,0.4745762711864407,0,,0,0.9137029013070319,0.9137029013070319,0
0.11,12,54,0.3729213622001414,0.25282343997365575,0.20056497175141239,0.4576271186440678,0,,0,0.893552861728133,0.893552861728133,0
0.11,13,55,0.34885041181373483,0.26870485950262324,0.19107344632768355,0.4406779661016949,0,,0,0.9157812704520178,0.9157812704520178,0
0.11,14,56,0.8629114535161939,0.7681028719942906,0.9584180790960453,1.0,1,9,141,0.08217657514636721,0.08217657514636721,1
0.11,15,57,0.33032522321747276,0.2712195760004587,0.18259887005649722,0.3898305084745763,0,,0,0.9197249832216015,0.9197249832216015,0
0.11,16,58,0.8630254809056868,0.7375878117853203,0.9611299435028248,1.0,1,9,141,0.08928814358911764,0.08928814358911764,1
