topology,node_count,k_D,k_C,k_T,intrinsic_decay,runs,steps,avg_edge_count,propagation_share,avg_failure_rate,avg_time_to_first_propagation,avg_largest_survival_cluster,max_last_affected_node,cascade_depth_distribution,last_affected_distribution,spatial_distribution_counts,spatial_behavior
random-sparse,50,0.01,0.03,0.0,0.076,100,200,118.45,0.36,0.0,6.3,12.7,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|46|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|46|46|45|43|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.077,100,200,118.45,0.41,0.0,6.35,12.64,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|43|42|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|43|42|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.078,100,200,118.45,0.37,0.0,6.59,12.58,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|48|46|46|45|44|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|48|46|46|45|44|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.079,100,200,118.45,0.37,0.0,6.6,12.64,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|42|48|46|39|45|44|36|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|42|48|46|39|45|44|36|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.08,100,200,118.45,0.3,0.0,6.61,12.89,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.081,100,200,118.45,0.29,0.0,7.18,13.23,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.082,100,200,118.45,0.24,0.0,7.62,13.34,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.083,100,200,118.45,0.17,0.0,8.82,13.4,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|45|44|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|45|44|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.084,100,200,118.45,0.08,0.0,9.0,13.47,49,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|45|44|49|48|49|48|47|49|48,47|45|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|45|44|49|48|49|48|47|49|48,network_wide:100,expands_far
random-sparse,50,0.01,0.03,0.0,0.085,100,200,118.45,0.02,0.0,9.24,13.51,49,47|45|44|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,47|45|44|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,network_wide:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.076,100,200,1225.0,0.37,0.0,6.6,12.57,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|48|47|46|39|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|48|47|46|39|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.077,100,200,1225.0,0.32,0.0,7.07,12.97,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.078,100,200,1225.0,0.21,0.0,7.28,13.32,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|48|47|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.079,100,200,1225.0,0.17,0.0,7.81,13.36,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.08,100,200,1225.0,0.12,0.0,8.78,13.36,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.081,100,200,1225.0,0.05,0.0,8.96,13.48,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|48|47|44|49|48|49|48|47|49|48,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|48|47|44|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.082,100,200,1225.0,0.01,0.0,9.23,13.5,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.083,100,200,1225.0,0.01,0.0,9.25,13.54,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|48,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.084,100,200,1225.0,0.01,0.0,10.2,13.72,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|43|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|45,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|43|42|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|45,hub_localized:100,expands_far
fully-connected,50,0.01,0.02,0.0,0.085,100,200,1225.0,0.01,0.0,10.23,14.01,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|44|49|48|49|48|47|46|45|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|45,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|44|49|48|49|48|47|46|45|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|45|44|49|48|49|48|47|46|45,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.076,100,200,1225.0,0.51,0.0,6.32,12.53,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.077,100,200,1225.0,0.46,0.0,6.35,12.53,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|49|48|47|46|45|44|43|42|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.078,100,200,1225.0,0.37,0.0,6.35,12.59,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|47|46|39|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|49|48|47|46|39|44|43|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.079,100,200,1225.0,0.33,0.0,6.6,12.79,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|44|37|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|44|37|42|41|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.08,100,200,1225.0,0.27,0.0,7.07,13.45,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|49|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.081,100,200,1225.0,0.21,0.0,7.19,13.5,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.082,100,200,1225.0,0.18,0.0,7.77,13.5,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|49|48|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.083,100,200,1225.0,0.15,0.0,8.76,13.5,49,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,47|46|45|44|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|49|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|47|46|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
fully-connected,50,0.01,0.03,0.0,0.084,100,200,1225.0,0.04,0.0,8.96,13.7,49,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,46|45|44|43|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|49|48|47|46|45|44|43|42|41|40|39|49|48|47|49|48|47|46|45|44|43|49|48|47|46|45|48|49|48|49|48|47|46|45|44|47|45|45|49|48|47|46|45|44|43|42|41|40|39|38|49|48|49|48|47|46|49|48|49|48|47|49|48,hub_localized:100,expands_far
